stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,geometry_point
3753,3753,32 Street & 16A Avenue,,53.444107,-113.38768,1EDM,,0,,POINT (-113.38768 53.444107)
S7920,7920,Emerald Dr & ABJ,,53.567596,-113.289217,4SCT,,0,,POINT (-113.289217 53.567596)
3171,3171,38 Street & 12 Avenue,,53.440433,-113.401183,1EDM,,0,,POINT (-113.401183 53.440433)
2808,2808,Bonnie Doon Mall South Entrance,,53.518767,-113.457225,1EDM,,0,,POINT (-113.457225 53.518767)
8072,8072,Lewis Greens Drive & 94 Avenue,,53.530772,-113.675514,1EDM,,0,,POINT (-113.675514 53.530772)
3421,3421,34 Street & 43 Avenue,,53.480489,-113.394247,1EDM,,0,,POINT (-113.394247 53.480489)
9101,9101,MacEwan Road & McAllister Loop W SW,,53.429076,-113.526415,1EDM,,0,,POINT (-113.526415 53.429076)
5071,5071,163 Street & 93 Avenue,,53.529131,-113.602835,1EDM,,0,,POINT (-113.602835 53.529131)
S6079,6079,Raven Dr & Crane Rd,,53.523217,-113.293911,4SCT,,0,,POINT (-113.293911 53.523217)
7809,7809,71 Street & Ozerna Road,,53.627671,-113.451,1EDM,,0,,POINT (-113.451 53.627671)
4654,4654,Rabbit Hill Road & South Terwillegar Drive S,,53.434798,-113.575494,1EDM,,0,,POINT (-113.575494 53.434798)
2760,2760,109 Street & University Avenue,,53.513837,-113.512186,1EDM,,0,,POINT (-113.512186 53.513837)
33115,33115,66 Street & 34 Avenue,,53.46548,-113.438033,1EDM,,0,,POINT (-113.438033 53.46548)
3124,3124,17 Street & 38 Avenue,,53.477229,-113.370081,1EDM,,0,,POINT (-113.370081 53.477229)
6574,6574,132 Street & 132 Avenue,,53.592274,-113.549298,1EDM,,0,,POINT (-113.549298 53.592274)
1038,1038,46 Street & 114 Avenue,,53.566744,-113.411925,1EDM,,0,,POINT (-113.411925 53.566744)
2793,2793,109 Street & 57 Avenue,,53.494481,-113.511817,1EDM,,0,,POINT (-113.511817 53.494481)
6690,6690,138 Street & 155 Avenue,,53.61608,-113.55893,1EDM,,0,,POINT (-113.55893 53.61608)
8726,8726,Jennifer Heil Way & McLeod Avenue,,53.544647,-113.933367,5SGT,,0,,POINT (-113.933367 53.544647)
A0334,0334,Versailles Avenue & Giroux Road,,53.638227,-113.672426,2STA,,0,,POINT (-113.672426 53.638227)
55120,55120,152 Street & 123 Avenue,,53.576636,-113.580277,1EDM,,0,,POINT (-113.580277 53.576636)
7879,7879,50 Street & 162 Avenue,,53.622201,-113.413698,1EDM,,0,,POINT (-113.413698 53.622201)
9216,9216,119A Street & 22 Avenue SW,,53.410519,-113.53397,1EDM,,0,,POINT (-113.53397 53.410519)
77139,77139,82 Street & 180 Avenue,,53.642214,-113.467663,1EDM,,0,,POINT (-113.467663 53.642214)
99040,99040,66 Street & 25 Avenue SW,,53.410526,-113.443259,1EDM,,0,,POINT (-113.443259 53.410526)
A0771,0771,McKenney Ave & Mission Ave,,53.638183,-113.644705,2STA,,0,,POINT (-113.644705 53.638183)
99016,99016,Rabbit Hill Road & Glenridding Ravine Road SW,,53.414866,-113.600693,1EDM,,0,,POINT (-113.600693 53.414866)
3728,3728,50 Street & 31 Avenue,,53.461645,-113.421125,1EDM,,0,,POINT (-113.421125 53.461645)
A0209,0209,Cunningham Rd & Stanley Dr,,53.628685,-113.602929,2STA,,0,,POINT (-113.602929 53.628685)
77632,77632,Fort Road & 136 Avenue,,53.59846,-113.422621,1EDM,,0,,POINT (-113.422621 53.59846)
1978,1978,112 Street & 104 Avenue,,53.546115,-113.51334,1EDM,,0,,POINT (-113.51334 53.546115)
5610,5610,155 Street & 87 Avenue,,53.519537,-113.589175,1EDM,,0,,POINT (-113.589175 53.519537)
1307,1307,Government Transit Centre Bay G,,53.536505,-113.504587,1EDM,,0,,POINT (-113.504587 53.536505)
7054,7054,66 Street & 144 Avenue,,53.604735,-113.44187,1EDM,,0,,POINT (-113.44187 53.604735)
7156,7156,74 Street & Delwood Road,,53.596862,-113.455925,1EDM,,0,,POINT (-113.455925 53.596862)
A0239,0239,Sturgeon Rd & Brandon St,,53.636155,-113.622649,2STA,,0,,POINT (-113.622649 53.636155)
8140,8140,184 Street & 102 Avenue,,53.543639,-113.639669,1EDM,,0,,POINT (-113.639669 53.543639)
5227,5227,156 Street & 105 Avenue,,53.54835,-113.590488,1EDM,,0,,POINT (-113.590488 53.54835)
1496,1496,97 Street & 102 Avenue,,53.543549,-113.4862,1EDM,,0,,POINT (-113.4862 53.543549)
3313,3313,102 Street & 17 Avenue,,53.443864,-113.491928,1EDM,,0,,POINT (-113.491928 53.443864)
6059,6059,109 Street & 171 Avenue,,53.632647,-113.511723,1EDM,,0,,POINT (-113.511723 53.632647)
1069,1069,Bellamy Hill & 99 Avenue,,53.536907,-113.495708,1EDM,,0,,POINT (-113.495708 53.536907)
2481,2481,91 Street & Connors Road,,53.529669,-113.467372,1EDM,,0,,POINT (-113.467372 53.529669)
3010,3010,Lakewood 3010,,53.45855,-113.445336,1EDM,,0,,POINT (-113.445336 53.45855)
2087,2087,89 Street & 82 Avenue,,53.518086,-113.465411,1EDM,,0,,POINT (-113.465411 53.518086)
77063,77063,Crystallina Nera Way & 178 Ave,,53.641257,-113.458309,1EDM,,0,,POINT (-113.458309 53.641257)
5985,5985,190 Street & 53 Avenue,,53.489868,-113.651307,1EDM,,0,,POINT (-113.651307 53.489868)
F5011,5011,Southfort Drive and Allard Way SB,,53.691975,-113.217778,6FST,,0,,POINT (-113.217778 53.691975)
7924,7924,Kirkness Road & 145 Avenue,,53.607966,-113.395726,1EDM,,0,,POINT (-113.395726 53.607966)
6334,6334,115 Street & 129 Avenue,,53.587528,-113.519709,1EDM,,0,,POINT (-113.519709 53.587528)
A0687,0687,Oakmont Dr & Bellerose Dr,,53.656103,-113.614124,2STA,,0,,POINT (-113.614124 53.656103)
6081,6081,120 Street & Dunluce Road,,53.627691,-113.52775,1EDM,,0,,POINT (-113.52775 53.627691)
77802,77802,50 Street & 153 Avenue,,53.615935,-113.420557,1EDM,,0,,POINT (-113.420557 53.615935)
2835,2835,Scona Road & 96 Avenue,,53.534674,-113.484033,1EDM,,0,,POINT (-113.484033 53.534674)
6007,6007,Castle Downs Transit Centre Bay G,,53.61678,-113.516644,1EDM,,0,,POINT (-113.516644 53.61678)
7940,7940,Kirkness Road & 145 Avenue,,53.607409,-113.395971,1EDM,,0,,POINT (-113.395971 53.607409)
1027,1027,90 Street & 118 Avenue,,53.570322,-113.479173,1EDM,,0,,POINT (-113.479173 53.570322)
3433,3433,Mill Woods Road & 29 Avenue,,53.459629,-113.448175,1EDM,,0,,POINT (-113.448175 53.459629)
A0018,0018,Erin Ridge Dr & Eastgate Way,,53.667192,-113.618598,2STA,,0,,POINT (-113.618598 53.667192)
A0293,0293,Jensen Lakes Blvd & Joyal Way,,53.660316,-113.644909,2STA,,0,,POINT (-113.644909 53.660316)
7289,7289,42 Street & 137 Avenue,,53.598081,-113.406437,1EDM,,0,,POINT (-113.406437 53.598081)
5162,5162,170 Street & 109 Avenue,,53.555885,-113.614424,1EDM,,0,,POINT (-113.614424 53.555885)
4521,4521,111 Street & 37 Avenue,,53.471745,-113.516762,1EDM,,0,,POINT (-113.516762 53.471745)
5561,5561,142 Street & 89 Avenue,,53.520938,-113.565819,1EDM,,0,,POINT (-113.565819 53.520938)
7894,7894,76 Street & Ozerna Road,,53.626712,-113.459697,1EDM,,0,,POINT (-113.459697 53.626712)
7230,7230,74 Street & 144 Avenue,,53.606544,-113.454726,1EDM,,0,,POINT (-113.454726 53.606544)
5969,5969,178 Street & 81 Avenue,,53.514833,-113.629133,1EDM,,0,,POINT (-113.629133 53.514833)
5725,5725,183A Street & 76 Avenue,,53.509132,-113.638569,1EDM,,0,,POINT (-113.638569 53.509132)
77435,77435,McConachie Boulevard & 176 Avenue,,53.639065,-113.427268,1EDM,,0,,POINT (-113.427268 53.639065)
1828,1828,124 Street & 102 Avenue,,53.543565,-113.53579,1EDM,,0,,POINT (-113.53579 53.543565)
8590,8590,181 Street & 118 Avenue,,53.569467,-113.633937,1EDM,,0,,POINT (-113.633937 53.569467)
6313,6313,Eaux Claires Transit Centre Bay M,,53.618329,-113.490035,1EDM,,0,,POINT (-113.490035 53.618329)
9807,9807,Watt Drive & 25 Avenue SW,,53.410683,-113.438427,1EDM,,0,,POINT (-113.438427 53.410683)
88716,88716,Granville Link & Glastonbury Boulevard,,53.503183,-113.682234,1EDM,,0,,POINT (-113.682234 53.503183)
8957,8957,172 Street & 105 Avenue,,53.549044,-113.617751,1EDM,,0,,POINT (-113.617751 53.549044)
E85,E85,,,53.524772,-113.522819,,,3,Q3599,POINT (-113.522819 53.524772)
S7436,7436,Davenport Dr & Dawson Dr,,53.555242,-113.264409,4SCT,,0,,POINT (-113.264409 53.555242)
3563,3563,34 Street & 43 Avenue,,53.480359,-113.39278,1EDM,,0,,POINT (-113.39278 53.480359)
3039,3039,80 Street & Knottwood Road S,,53.442846,-113.455106,1EDM,,0,,POINT (-113.455106 53.442846)
66176,66176,Albany Way & 167 Avenue,,53.628795,-113.556277,1EDM,,0,,POINT (-113.556277 53.628795)
5345,5345,147 Street & 87 Avenue,,53.519292,-113.574323,1EDM,,0,,POINT (-113.574323 53.519292)
5456,5456,142 Street & 114 Avenue,,53.562299,-113.565687,1EDM,,0,,POINT (-113.565687 53.562299)
7964,7964,77 Street & 164 Avenue,,53.625452,-113.462246,1EDM,,0,,POINT (-113.462246 53.625452)
3909,3909,Mill Woods Transit Centre Bay I,,53.457281,-113.430985,1EDM,,0,,POINT (-113.430985 53.457281)
7769,7769,Miller Boulevard & Matheson Way,,53.610628,-113.411752,1EDM,,0,,POINT (-113.411752 53.610628)
4028,4028,Riverbend Road & 53 Avenue,,53.490648,-113.578292,1EDM,,0,,POINT (-113.578292 53.490648)
6093,6093,119 Street & 157 Avenue,,53.619055,-113.527973,1EDM,,0,,POINT (-113.527973 53.619055)
1211,1211,Coliseum Transit Centre Bay M,,53.571155,-113.458545,1EDM,,0,,POINT (-113.458545 53.571155)
L0345,0345,39 Avenue & Spine Road,,53.391759,-113.496702,9LT,,0,,POINT (-113.496702 53.391759)
L0351,0351,5 Street & 20 Avenue,,53.339284,-113.531453,9LT,,0,,POINT (-113.531453 53.339284)
5283,5283,182 Street & 87 Avenue,,53.521987,-113.637058,1EDM,,0,,POINT (-113.637058 53.521987)
E60,E60,,,53.541095,-113.491254,,,3,Q3619,POINT (-113.491254 53.541095)
3512,3512,Parsons Road & 25 Avenue,,53.454318,-113.479021,1EDM,,0,,POINT (-113.479021 53.454318)
5870,5870,178 Street & 71 Avenue,,53.505528,-113.631268,1EDM,,0,,POINT (-113.631268 53.505528)
9112,9112,Parsons Road & Ellerslie Road SW,,53.42422,-113.480014,1EDM,,0,,POINT (-113.480014 53.42422)
3354,3354,30 Street & 43 Avenue,,53.480418,-113.387511,1EDM,,0,,POINT (-113.387511 53.480418)
2845,2845,105 Street & 82 Avenue,,53.518179,-113.500917,1EDM,,0,,POINT (-113.500917 53.518179)
A0983,0983,Erin Ridge Dr & Eastwood Pl,,53.66141,-113.627483,2STA,,0,,POINT (-113.627483 53.66141)
7453,7453,Fort Road & 125 Avenue,,53.582531,-113.448988,1EDM,,0,,POINT (-113.448988 53.582531)
5844,5844,158 Street & 118 Avenue,,53.570324,-113.593321,1EDM,,0,,POINT (-113.593321 53.570324)
5244,5244,142 Street & 118 Avenue,,53.570236,-113.565214,1EDM,,0,,POINT (-113.565214 53.570236)
2079,2079,91 Street & 83 Avenue,,53.518696,-113.467533,1EDM,,0,,POINT (-113.467533 53.518696)
7577,7577,55A Street & 162 Avenue,,53.623656,-113.423875,1EDM,,0,,POINT (-113.423875 53.623656)
E75,E75,Health Sciences North Access,,53.520753,-113.525887,,,2,Q4725,POINT (-113.525887 53.520753)
S7704,7704,Chatwin Rd & Chestermere Cr,,53.544161,-113.275304,4SCT,,0,,POINT (-113.275304 53.544161)
4537,4537,Riverbend Road & 40 Avenue,,53.477751,-113.581166,1EDM,,0,,POINT (-113.581166 53.477751)
8366,8366,Westland Market & McLeod Avenue,,53.54305,-113.915928,5SGT,,0,,POINT (-113.915928 53.54305)
9772,9772,Casselman Link & 30 Avenue SW,,53.403184,-113.52921,1EDM,,0,,POINT (-113.52921 53.403184)
2194,2194,50 Street & 90 Avenue,,53.523401,-113.418806,1EDM,,0,,POINT (-113.418806 53.523401)
57447,57447,151 Street & 100 Avenue,,53.539348,-113.580652,1EDM,,0,,POINT (-113.580652 53.539348)
6691,6691,113A Street & 134 Avenue,,53.594656,-113.516828,1EDM,,0,,POINT (-113.516828 53.594656)
S1077,1077,Georgian Wy & Glenridge Rd,,53.536219,-113.288796,4SCT,,0,,POINT (-113.288796 53.536219)
77677,77677,Cy Becker Boulevard & 171A Avenue,,53.633614,-113.403369,1EDM,,0,,POINT (-113.403369 53.633614)
6186,6186,121 Street & 150 Avenue,,53.612323,-113.530847,1EDM,,0,,POINT (-113.530847 53.612323)
A0677,0677,Langholm Dr & Lucien Dr,,53.65063,-113.633634,2STA,,0,,POINT (-113.633634 53.65063)
4424,4424,Bulyea Road & Oeming Road,,53.468276,-113.572252,1EDM,,0,,POINT (-113.572252 53.468276)
5374,5374,156 Street & 114 Avenue,,53.563084,-113.58983,1EDM,,0,,POINT (-113.58983 53.563084)
1476,1476,106 Street & 118 Avenue,,53.570295,-113.501531,1EDM,,0,,POINT (-113.501531 53.570295)
6422,6422,97 Street & 134 Avenue,,53.594289,-113.492155,1EDM,,0,,POINT (-113.492155 53.594289)
F2007,2007,94 Avenue and 89 Street NB,,53.6931,-113.232738,6FST,,0,,POINT (-113.232738 53.6931)
1684,1684,109 Street & 104 Avenue,,53.54634,-113.509249,1EDM,,0,,POINT (-113.509249 53.54634)
7692,7692,Belvedere Station,,53.588187,-113.433239,1EDM,,0,Q3622,POINT (-113.433239 53.588187)
3702,3702,Meadows Transit Centre Bay B,,53.478591,-113.367515,1EDM,,0,,POINT (-113.367515 53.478591)
6549,6549,156 Street & 137 Avenue,,53.600269,-113.590027,1EDM,,0,,POINT (-113.590027 53.600269)
8662,8662,178 Street & 103 Avenue,,53.545552,-113.627297,1EDM,,0,,POINT (-113.627297 53.545552)
5767,5767,188 Street & 70 Avenue,,53.503436,-113.648553,1EDM,,0,,POINT (-113.648553 53.503436)
E130,E130,110 Street & 99 Street East,,53.536832,-113.510173,,,2,Q3561,POINT (-113.510173 53.536832)
9566,9566,Windermere Way & Windermere Boulevard SW,,53.43816,-113.61911,1EDM,,0,,POINT (-113.61911 53.43816)
11324,11324,82 Street & 112 Avenue,,53.561598,-113.467113,1EDM,,0,,POINT (-113.467113 53.561598)
5305,5305,146 Street & 111 Avenue,,53.559,-113.570609,1EDM,,0,,POINT (-113.570609 53.559)
7055,7055,57 Street & McLeod Road,,53.611293,-113.428452,1EDM,,0,,POINT (-113.428452 53.611293)
3757,3757,Silver Berry Road E & 30 Avenue,,53.461064,-113.377533,1EDM,,0,,POINT (-113.377533 53.461064)
9283,9283,141 Street & Hays Ridge Boulevard SW,,53.413265,-113.565224,1EDM,,0,,POINT (-113.565224 53.413265)
5030,5030,145 Street & 80 Avenue,,53.514781,-113.572378,1EDM,,0,,POINT (-113.572378 53.514781)
9757,9757,Chappelle Vista & Chappelle Road SW,,53.39866,-113.572414,1EDM,,0,,POINT (-113.572414 53.39866)
P1002,P1002,Spruce Grove Transit Centre,,53.56728,-113.877717,5SGT,,0,,POINT (-113.877717 53.56728)
8191,8191,170 Street & 118 Avenue,,53.56952,-113.615539,1EDM,,0,,POINT (-113.615539 53.56952)
66014,66014,Naden Landing & Sir Arthur Currie Way,,53.604862,-113.508395,1EDM,,0,,POINT (-113.508395 53.604862)
2887,2887,106 Street & 60A Avenue,,53.496522,-113.504331,1EDM,,0,,POINT (-113.504331 53.496522)
4804,4804,Leger Transit Centre Bay D,,53.455461,-113.580204,1EDM,,0,,POINT (-113.580204 53.455461)
3673,3673,Parsons Road & 19 Avenue,,53.447613,-113.480628,1EDM,,0,,POINT (-113.480628 53.447613)
2807,2807,85 Street & Strathearn Drive,,53.534741,-113.456293,1EDM,,0,,POINT (-113.456293 53.534741)
7742,7742,Hermitage Road & 128 Avenue,,53.588216,-113.409263,1EDM,,0,,POINT (-113.409263 53.588216)
S8705,8705,Buckingham Dr,,53.5523,-113.3119,4SCT,,0,,POINT (-113.3119 53.5523)
4314,4314,Mullen Way & Rabbit Hill Road,,53.435778,-113.571176,1EDM,,0,,POINT (-113.571176 53.435778)
1857,1857,109 Street & 111 Avenue,,53.558466,-113.508598,1EDM,,0,,POINT (-113.508598 53.558466)
2880,2880,111 Street & 65 Avenue,,53.502039,-113.517055,1EDM,,0,,POINT (-113.517055 53.502039)
6594,6594,97 Street & 135 Avenue,,53.595747,-113.492215,1EDM,,0,,POINT (-113.492215 53.595747)
5898,5898,184 Street & 84 Avenue,,53.517426,-113.640052,1EDM,,0,,POINT (-113.640052 53.517426)
6624,6624,127 Street & 142 Avenue,,53.604106,-113.540491,1EDM,,0,,POINT (-113.540491 53.604106)
1911,1911,101 Street & Kingsway,,53.553624,-113.493848,1EDM,,0,,POINT (-113.493848 53.553624)
22188,22188,17 Street & 59 Avenue,,53.49587,-113.369047,1EDM,,0,,POINT (-113.369047 53.49587)
3157,3157,Mill Woods Road E & 20 Avenue,,53.452033,-113.409997,1EDM,,0,,POINT (-113.409997 53.452033)
A0169,0169,St Albert Trail & Madison Ave,,53.638529,-113.624707,2STA,,0,,POINT (-113.624707 53.638529)
4431,4431,106 Street & 36A Avenue,,53.471496,-113.503981,1EDM,,0,,POINT (-113.503981 53.471496)
E276,E276,Avonmore Stop North Entrance,,53.509521,-113.455082,,,2,Q6032,POINT (-113.455082 53.509521)
22732,22732,104 Street & Saskatchewan Drive,,53.522846,-113.497704,1EDM,,0,,POINT (-113.497704 53.522846)
2054,2054,50 Street & 103 Avenue,,53.544366,-113.418768,1EDM,,0,,POINT (-113.418768 53.544366)
2137,2137,25 Street & 76 Avenue,,53.512338,-113.382464,1EDM,,0,,POINT (-113.382464 53.512338)
6404,6404,Sir Arthur Currie Way & Greisbach Road,,53.60761,-113.499875,1EDM,,0,,POINT (-113.499875 53.60761)
8738,8738,174 Street & 102 Avenue,,53.543373,-113.621007,1EDM,,0,,POINT (-113.621007 53.543373)
22076,22076,75 Street & 68 Avenue,,53.505104,-113.441037,1EDM,,0,,POINT (-113.441037 53.505104)
11387,11387,96 Street & 103A Avenue,,53.547356,-113.482818,1EDM,,0,,POINT (-113.482818 53.547356)
1446,1446,32 Street & 110 Avenue,,53.563534,-113.389315,1EDM,,0,,POINT (-113.389315 53.563534)
6879,6879,133 Street & 165 Avenue,,53.626746,-113.553234,1EDM,,0,,POINT (-113.553234 53.626746)
5264,5264,151 Street & 107 Avenue,,53.550968,-113.581168,1EDM,,0,,POINT (-113.581168 53.550968)
5857,5857,Wanyandi Road & Wolf Willow Road,,53.504214,-113.611165,1EDM,,0,,POINT (-113.611165 53.504214)
3609,3609,Parsons Road & 19 Avenue,,53.444236,-113.480706,1EDM,,0,,POINT (-113.480706 53.444236)
9461,9461,178 Street & Wright Drive SW,,53.428164,-113.626544,1EDM,,0,,POINT (-113.626544 53.428164)
7546,7546,55 Street & 145A Avenue,,53.609507,-113.424061,1EDM,,0,,POINT (-113.424061 53.609507)
6486,6486,126 Street & 153 Avenue,,53.616869,-113.539154,1EDM,,0,,POINT (-113.539154 53.616869)
S8117,8117,Jim Common Dr & Charlton Cr,,53.546899,-113.289455,4SCT,,0,,POINT (-113.289455 53.546899)
2864,2864,102 Street & 82 Avenue,,53.517938,-113.493408,1EDM,,0,,POINT (-113.493408 53.517938)
2827,2827,99 Street & 68 Avenue,,53.505145,-113.486051,1EDM,,0,,POINT (-113.486051 53.505145)
77251,77251,62 Street & 167 Avenue,,53.628603,-113.436696,1EDM,,0,,POINT (-113.436696 53.628603)
77436,77436,50 Street & 167 Avenue,,53.628243,-113.411979,1EDM,,0,,POINT (-113.411979 53.628243)
9426,9426,119A Street & 26 Avenue SW,,53.409496,-113.537124,1EDM,,0,,POINT (-113.537124 53.409496)
6292,6292,127 Street & 129 Avenue,,53.587529,-113.540175,1EDM,,0,,POINT (-113.540175 53.587529)
4260,4260,119 Street & 32A Avenue,,53.46481,-113.538985,1EDM,,0,,POINT (-113.538985 53.46481)
9479,9479,Premium Outlet Collection Mall,,53.302679,-113.556261,1AIR,,0,,POINT (-113.556261 53.302679)
3274,3274,44 Street & 41 Avenue,,53.476354,-113.407185,1EDM,,0,,POINT (-113.407185 53.476354)
3082,3082,62 Street & Mill Woods Road S,,53.445376,-113.431606,1EDM,,0,,POINT (-113.431606 53.445376)
6098,6098,112 Street & Castle Downs Road,,53.62657,-113.513335,1EDM,,0,,POINT (-113.513335 53.62657)
6830,6830,134 Street & Cumberland Road,,53.607685,-113.55132,1EDM,,0,,POINT (-113.55132 53.607685)
S4204,4204,Ordze Transit Centre,,53.513668,-113.330527,4SCT,,0,,POINT (-113.330527 53.513668)
9557,9557,Windermere Wynd & Ware Crescent,,53.44596,-113.617505,1EDM,,0,,POINT (-113.617505 53.44596)
7088,7088,55 Street & 146 Avenue,,53.609601,-113.42421,1EDM,,0,,POINT (-113.42421 53.609601)
5107,5107,Jasper Place Transit Centre Bay H,,53.540651,-113.592094,1EDM,,0,,POINT (-113.592094 53.540651)
7376,7376,Mayliewan Close & 154 Avenue,,53.616408,-113.457647,1EDM,,0,,POINT (-113.457647 53.616408)
A0353,0353,SWC Ave & Cunningham Rd,,53.632988,-113.61904,2STA,,0,,POINT (-113.61904 53.632988)
5811,5811,175 Street & Callingwood Road,,53.496968,-113.625658,1EDM,,0,,POINT (-113.625658 53.496968)
5014,5014,175 Street & 87 Avenue,,53.519927,-113.62368,1EDM,,0,,POINT (-113.62368 53.519927)
3617,3617,95 Street & 39 Avenue,,53.474191,-113.477654,1EDM,,0,,POINT (-113.477654 53.474191)
55398,55398,165 Street & 99 Avenue,,53.537789,-113.606035,1EDM,,0,,POINT (-113.606035 53.537789)
2289,2289,57 Street & Terrace Road,,53.54077,-113.423804,1EDM,,0,,POINT (-113.423804 53.54077)
1459,1459,34 Street & 111 Avenue,,53.564052,-113.393119,1EDM,,0,,POINT (-113.393119 53.564052)
2707,2707,South Campus Fort Edmonton Transit Centre Bay G,,53.502548,-113.52895,1EDM,,0,,POINT (-113.52895 53.502548)
6784,6784,127 Street & 145 Avenue,,53.606997,-113.541139,1EDM,,0,,POINT (-113.541139 53.606997)
L0209,0209,50 Avenue & 52 Street,,53.264649,-113.558417,9LT,,0,,POINT (-113.558417 53.264649)
E152,E152,Stadium Transit Centre,,53.560162,-113.471662,,,2,Q3758,POINT (-113.471662 53.560162)
L0157,0157,45 Street & 66 Avenue,,53.284903,-113.542035,9LT,,0,,POINT (-113.542035 53.284903)
S8213,8213,Bethel Transit Terminal,,53.542903,-113.30609,4SCT,,0,,POINT (-113.30609 53.542903)
A0515,0515,Harwood Dr & Heritage Blvd,,53.610423,-113.636608,2STA,,0,,POINT (-113.636608 53.610423)
E289,E289,Churchill Stop East Entrance,,53.543459,-113.489157,,,2,Q6038,POINT (-113.489157 53.543459)
3917,3917,Mill Woods Transit Centre Bay Q,,53.457326,-113.428145,1EDM,,0,,POINT (-113.428145 53.457326)
9780,9780,James Mowatt Trail & 30 Avenue SW,,53.404965,-113.536626,1EDM,,0,,POINT (-113.536626 53.404965)
A0497,0497,Deer Ridge Dr & Devon Cl,,53.656571,-113.649877,2STA,,0,,POINT (-113.649877 53.656571)
7977,7977,Clareview Station,,53.601592,-113.411819,1EDM,,0,Q3623,POINT (-113.411819 53.601592)
6202,6202,127 Street & 167 Avenue,,53.629484,-113.541015,1EDM,,0,,POINT (-113.541015 53.629484)
9152,9152,111 Street & Ellerslie Road SW,,53.425443,-113.516328,1EDM,,0,,POINT (-113.516328 53.425443)
7031,7031,66 Street & 149 Avenue,,53.610427,-113.442647,1EDM,,0,,POINT (-113.442647 53.610427)
4885,4885,Towne Centre Boulevard & 23 Avenue,,53.455184,-113.581715,1EDM,,0,,POINT (-113.581715 53.455184)
9374,9374,53 Street & Watt Boulevard SW,,53.420127,-113.42573,1EDM,,0,,POINT (-113.42573 53.420127)
4171,4171,105 Street & 29 Avenue,,53.459961,-113.500585,1EDM,,0,,POINT (-113.500585 53.459961)
1232,1232,96 Street & 111 Avenue,,53.559248,-113.489031,1EDM,,0,,POINT (-113.489031 53.559248)
8686,8686,170 Street & 114 Avenue,,53.563513,-113.615086,1EDM,,0,,POINT (-113.615086 53.563513)
3091,3091,97 Street & 34 Avenue,,53.466758,-113.479721,1EDM,,0,,POINT (-113.479721 53.466758)
77695,77695,17 Street & Fraser Way,,53.614261,-113.367405,1EDM,,0,,POINT (-113.367405 53.614261)
2485,2485,17 Street & 76 Avenue,,53.512246,-113.370625,1EDM,,0,,POINT (-113.370625 53.512246)
2609,2609,Davies Transit Centre Bay I,,53.499956,-113.44447,1EDM,,0,,POINT (-113.44447 53.499956)
S7102,7102,Baseline Rd & Brower Dr,,53.541309,-113.287561,4SCT,,0,,POINT (-113.287561 53.541309)
57444,57444,155 Street & 100 Avenue,,53.539177,-113.588432,1EDM,,0,,POINT (-113.588432 53.539177)
7106,7106,East Clareview Transit Centre Bay P,,53.60175,-113.410596,1EDM,,0,,POINT (-113.410596 53.60175)
A0861,0861,Kingswood Dr & Kings Gate,,53.654619,-113.595668,2STA,,0,,POINT (-113.595668 53.654619)
2306,2306,Capilano Transit Centre Bay F,,53.538589,-113.423205,1EDM,,0,,POINT (-113.423205 53.538589)
5360,5360,156 Street & 102 Avenue,,53.543589,-113.59022,1EDM,,0,,POINT (-113.59022 53.543589)
5117,5117,154 Street & 123 Avenue,,53.576991,-113.588235,1EDM,,0,,POINT (-113.588235 53.576991)
6730,6730,134 Street & 153 Avenue,,53.614628,-113.550598,1EDM,,0,,POINT (-113.550598 53.614628)
4559,4559,108 Street & 40 Avenue,,53.475914,-113.51166,1EDM,,0,,POINT (-113.51166 53.475914)
1775,1775,101 Street & 107 Avenue,,53.551483,-113.494557,1EDM,,0,,POINT (-113.494557 53.551483)
1596,1596,55 Street & 118 Avenue,,53.570416,-113.426514,1EDM,,0,,POINT (-113.426514 53.570416)
9762,9762,111 Street & MacEwan Road SW,,53.428813,-113.516851,1EDM,,0,,POINT (-113.516851 53.428813)
A0056,0056,Kingsway Dr & Kingswood Dr,,53.650599,-113.591687,2STA,,0,,POINT (-113.591687 53.650599)
77126,77126,55 Street & 167 Avenue,,53.628697,-113.418796,1EDM,,0,,POINT (-113.418796 53.628697)
1180,1180,82 Street & 112 Avenue,,53.560817,-113.467442,1EDM,,0,,POINT (-113.467442 53.560817)
S5005,5005,Main Blvd & Mardale Cr,,53.534174,-113.297044,4SCT,,0,,POINT (-113.297044 53.534174)
5295,5295,167 Street & 95 Avenue,,53.531556,-113.60971,1EDM,,0,,POINT (-113.60971 53.531556)
S1005,1005,Granada Blvd & Sherwood Dr,,53.52787,-113.294578,4SCT,,0,,POINT (-113.294578 53.52787)
9668,9668,Melrose Place & MacEwan Road SW,,53.429921,-113.532331,1EDM,,0,,POINT (-113.532331 53.429921)
A0619,0619,Bellerose Dr & Evergreen Dr,,53.651491,-113.616067,2STA,,0,,POINT (-113.616067 53.651491)
3228,3228,Mill Woods Road & Millbourne Road E,,53.468542,-113.450387,1EDM,,0,,POINT (-113.450387 53.468542)
4690,4690,119 Street & 12A Avenue,,53.444492,-113.540734,1EDM,,0,,POINT (-113.540734 53.444492)
3781,3781,12 Street & Maple Road,,53.47608,-113.360655,1EDM,,0,,POINT (-113.360655 53.47608)
