stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,geometry_point
4216,4216,Century Park Transit Centre Bay P,,53.457322,-113.51597,1EDM,,0,,POINT (-113.51597 53.457322)
1965,1965,127 Street & 122 Avenue,,53.576731,-113.541748,1EDM,,0,,POINT (-113.541748 53.576731)
22655,22655,97 Street & 74 Avenue,,53.510218,-113.479844,1EDM,,0,,POINT (-113.479844 53.510218)
1091,1091,45 Street & 118 Avenue,,53.570427,-113.411149,1EDM,,0,,POINT (-113.411149 53.570427)
99208,99208,Allard Road & Allard Boulevard SW,,53.397267,-113.527505,1EDM,,0,,POINT (-113.527505 53.397267)
A0797,0797,Giroux Rd & Dunfield Cr,,53.646243,-113.662772,2STA,,0,,POINT (-113.662772 53.646243)
A0378,0378,St Albert Trail & Gate Avenue,,53.623073,-113.612672,2STA,,0,,POINT (-113.612672 53.623073)
4283,4283,115A Street & 15 Avenue,,53.447551,-113.535795,1EDM,,0,,POINT (-113.535795 53.447551)
5715,5715,187 Street & 49 Avenue,,53.485695,-113.647403,1EDM,,0,,POINT (-113.647403 53.485695)
A0026,0026,Erin Ridge Dr & Eastgate Way,,53.666904,-113.617819,2STA,,0,,POINT (-113.617819 53.666904)
2879,2879,106 Street & 56 Avenue,,53.493632,-113.504294,1EDM,,0,,POINT (-113.504294 53.493632)
3360,3360,Youville Drive W & 29 Avenue,,53.46029,-113.430279,1EDM,,0,,POINT (-113.430279 53.46029)
A0133,0133,Mission Ave & St Vital Ave,,53.633582,-113.639723,2STA,,0,,POINT (-113.639723 53.633582)
A0421,0421,Deerbourne Dr & Doolan Pl,,53.655005,-113.637934,2STA,,0,,POINT (-113.637934 53.655005)
2452,2452,Calgary Trail & 48 Avenue,,53.485233,-113.494994,1EDM,,0,,POINT (-113.494994 53.485233)
5467,5467,156 Street & 116 Avenue,,53.56614,-113.590538,1EDM,,0,,POINT (-113.590538 53.56614)
5198,5198,142 Street & Valleyview Drive,,53.527597,-113.565526,1EDM,,0,,POINT (-113.565526 53.527597)
S1033,1033,Georgian Wy & Greengrove Av,,53.534155,-113.280208,4SCT,,0,,POINT (-113.280208 53.534155)
7133,7133,66 Street & 146 Avenue,,53.607207,-113.443059,1EDM,,0,,POINT (-113.443059 53.607207)
7638,7638,Victoria Trail & Hermitage Road,,53.579569,-113.38389,1EDM,,0,,POINT (-113.38389 53.579569)
3288,3288,66 Street & 38 Avenue,,53.474249,-113.438316,1EDM,,0,,POINT (-113.438316 53.474249)
3146,3146,42 Street & Mill Woods Road S,,53.442967,-113.407592,1EDM,,0,,POINT (-113.407592 53.442967)
7657,7657,Hyndman Crescent & Hermitage Road,,53.578219,-113.379728,1EDM,,0,,POINT (-113.379728 53.578219)
4814,4814,Leger Transit Centre Bay N,,53.455121,-113.579268,1EDM,,0,,POINT (-113.579268 53.455121)
22083,22083,97 Street & 56 Avenue,,53.491939,-113.479297,1EDM,,0,,POINT (-113.479297 53.491939)
7959,7959,82 Street & 160 Avenue,,53.620847,-113.46818,1EDM,,0,,POINT (-113.46818 53.620847)
77851,77851,McConachie Boulevard & 175 Avenue,,53.636309,-113.42641,1EDM,,0,,POINT (-113.42641 53.636309)
7266,7266,85 Street & 132 Avenue,,53.592286,-113.47147,1EDM,,0,,POINT (-113.47147 53.592286)
3710,3710,Meadows Transit Centre Bay J,,53.478568,-113.368005,1EDM,,0,,POINT (-113.368005 53.478568)
A0011,0011,Gatewood Ave & Grenfell Ave,,53.62128,-113.63609,2STA,,0,,POINT (-113.63609 53.62128)
2895,2895,109 Street & 60 Avenue,,53.49689,-113.511981,1EDM,,0,,POINT (-113.511981 53.49689)
3449,3449,Jackson Road & 44 Avenue,,53.482046,-113.411949,1EDM,,0,,POINT (-113.411949 53.482046)
4124,4124,Saddleback Road & 26 Avenue,,53.458778,-113.529923,1EDM,,0,,POINT (-113.529923 53.458778)
A0064,0064,Kingswood Blvd & Kingsdale Cres,,53.647313,-113.588797,2STA,,0,,POINT (-113.588797 53.647313)
7240,7240,26 Street & 139 Avenue,,53.602754,-113.382042,1EDM,,0,,POINT (-113.382042 53.602754)
3012,3012,Lakewood 3012,,53.458543,-113.445898,1EDM,,0,,POINT (-113.445898 53.458543)
99057,99057,Desrochers Drive & 35 Avenue SW,,53.40135,-113.549998,1EDM,,0,,POINT (-113.549998 53.40135)
S9184,9184,Granada Blvd & Colwil Blvd,,53.523249,-113.27038,4SCT,,0,,POINT (-113.27038 53.523249)
1932,1932,127 Street & 124 Avenue,,53.579017,-113.541323,1EDM,,0,,POINT (-113.541323 53.579017)
7144,7144,51 Street & 144 Avenue,,53.606838,-113.41947,1EDM,,0,,POINT (-113.41947 53.606838)
9404,9404,Allard Boulevard & Allbright Square SW,,53.397409,-113.529745,1EDM,,0,,POINT (-113.529745 53.397409)
S9353,9353,Clover Bar Rd & Wye Rd,,53.513153,-113.270316,4SCT,,0,,POINT (-113.270316 53.513153)
A0250,0250,Element Dr & RONA,,53.669942,-113.633036,2STA,,0,,POINT (-113.633036 53.669942)
5174,5174,149 Street & 76 Avenue,,53.508611,-113.57811,1EDM,,0,,POINT (-113.57811 53.508611)
7487,7487,91 Street & 174 Avenue,,53.635691,-113.479556,1EDM,,0,,POINT (-113.479556 53.635691)
S6012,6012,Fir St & Willow St,,53.51365,-113.317499,4SCT,,0,,POINT (-113.317499 53.51365)
2428,2428,96 Street & 81 Avenue,,53.516731,-113.476632,1EDM,,0,,POINT (-113.476632 53.516731)
F3002,3002,99 Avenue and Highway 15 SB,,53.703097,-113.225705,6FST,,0,,POINT (-113.225705 53.703097)
3100,3100,102 Street & 15 Avenue,,53.442694,-113.491572,1EDM,,0,,POINT (-113.491572 53.442694)
1469,1469,93 Street & 118 Avenue,,53.570455,-113.484491,1EDM,,0,,POINT (-113.484491 53.570455)
9337,9337,61 Street & Watt Drive SW,,53.415364,-113.435941,1EDM,,0,,POINT (-113.435941 53.415364)
5359,5359,159 Street & 87 Avenue,,53.519398,-113.595722,1EDM,,0,,POINT (-113.595722 53.519398)
2949,2949,Malmo Road & 51 Avenue,,53.488155,-113.522083,1EDM,,0,,POINT (-113.522083 53.488155)
88246,88246,199 Streeet & Lessard Road,,53.477291,-113.671709,1EDM,,0,,POINT (-113.671709 53.477291)
1156,1156,32 Street & 118 Avenue,,53.57024,-113.390784,1EDM,,0,,POINT (-113.390784 53.57024)
S8802,8802,Premier Wy & Portage Ln,,53.561616,-113.316353,4SCT,,0,,POINT (-113.316353 53.561616)
55353,55353,Mayfield Common,,53.543017,-113.611726,1EDM,,0,,POINT (-113.611726 53.543017)
3603,3603,14 Street & Tamarack Green,,53.470256,-113.36196,1EDM,,0,,POINT (-113.36196 53.470256)
2706,2706,South Campus Fort Edmonton Transit Centre Bay F,,53.502694,-113.528964,1EDM,,0,,POINT (-113.528964 53.502694)
2680,2680,109 Street & 82 Avenue,,53.517994,-113.510829,1EDM,,0,,POINT (-113.510829 53.517994)
4470,4470,Carter Crest Road & Cheriton Crescent W,,53.462837,-113.578905,1EDM,,0,,POINT (-113.578905 53.462837)
4488,4488,Bulyea Road & Burley Road N,,53.471758,-113.571723,1EDM,,0,,POINT (-113.571723 53.471758)
7983,7983,37 Street & 132 Avenue,,53.592695,-113.396812,1EDM,,0,,POINT (-113.396812 53.592695)
5754,5754,176 Street & 76 Avenue,,53.508773,-113.625848,1EDM,,0,,POINT (-113.625848 53.508773)
7497,7497,91 Street & 172 Avenue,,53.632919,-113.480372,1EDM,,0,,POINT (-113.480372 53.632919)
7787,7787,88 Street & 156 Avenue,,53.616251,-113.476552,1EDM,,0,,POINT (-113.476552 53.616251)
6191,6191,127 Street & 127 Avenue,,53.585477,-113.541036,1EDM,,0,,POINT (-113.541036 53.585477)
2154,2154,65 Street & 104 Avenue,,53.547023,-113.430913,1EDM,,0,,POINT (-113.430913 53.547023)
7341,7341,93 Street & 150 Avenue,,53.611102,-113.484094,1EDM,,0,,POINT (-113.484094 53.611102)
A0905,0905,Larose Dr & Lorraine Cr,,53.647804,-113.64692,2STA,,0,,POINT (-113.64692 53.647804)
7806,7806,45 Street & Brintnell Boulevard,,53.618814,-113.408733,1EDM,,0,,POINT (-113.408733 53.618814)
4539,4539,Ryan Place & Rabbit Hill Road,,53.468937,-113.584074,1EDM,,0,,POINT (-113.584074 53.468937)
1130,1130,95 Street & 111 Avenue,,53.559911,-113.487691,1EDM,,0,,POINT (-113.487691 53.559911)
4532,4532,115A Street & 13 Avenue,,53.446277,-113.533339,1EDM,,0,,POINT (-113.533339 53.446277)
5687,5687,163 Street & 91 Avenue,,53.525409,-113.602879,1EDM,,0,,POINT (-113.602879 53.525409)
4146,4146,Terwillegar Drive & Rabbit Hill Road,,53.469228,-113.579951,1EDM,,0,,POINT (-113.579951 53.469228)
8817,8817,175 Street & Stony Plain Road,,53.541898,-113.622709,1EDM,,0,,POINT (-113.622709 53.541898)
A0304,0304,Riel Dr & Enjoy Centre South,,53.611901,-113.646034,2STA,,0,,POINT (-113.646034 53.611901)
4179,4179,Saddleback Road & 27 Avenue,,53.459241,-113.530156,1EDM,,0,,POINT (-113.530156 53.459241)
3080,3080,62 Street & 14 Avenue,,53.443331,-113.432497,1EDM,,0,,POINT (-113.432497 53.443331)
9027,9027,66 Street & 6 Avenue SW,,53.428598,-113.44252,1EDM,,0,,POINT (-113.44252 53.428598)
4012,4012,105 Street & 42 Avenue,,53.478271,-113.501052,1EDM,,0,,POINT (-113.501052 53.478271)
9439,9439,Allan Way & Allan Drive SW,,53.428202,-113.596611,1EDM,,0,,POINT (-113.596611 53.428202)
E5,E5,,,53.543602,-113.488998,,,3,Q3620,POINT (-113.488998 53.543602)
F1008,1008,95A Ave and Westpark Way WB,,53.687715,-113.249987,6FST,,0,,POINT (-113.249987 53.687715)
3319,3319,102 Street & 13 Avenue,,53.441281,-113.48892,1EDM,,0,,POINT (-113.48892 53.441281)
S7315,7315,Clarkdale Dr & Crocus Cr,,53.552033,-113.251863,4SCT,,0,,POINT (-113.251863 53.552033)
5406,5406,142 Street & 107 Avenue,,53.550141,-113.565618,1EDM,,0,,POINT (-113.565618 53.550141)
4087,4087,Rabbit Hill Road & Tory Gate,,53.450501,-113.565705,1EDM,,0,,POINT (-113.565705 53.450501)
9714,9714,Callaghan Drive & Cantor Landing SW,,53.408301,-113.525539,1EDM,,0,,POINT (-113.525539 53.408301)
77186,77186,37 Street & 154 Avenue,,53.615537,-113.398711,1EDM,,0,,POINT (-113.398711 53.615537)
9846,9846,Alexander Crescent & Allard Boulevard SW,,53.401768,-113.530269,1EDM,,0,,POINT (-113.530269 53.401768)
6633,6633,137 Street & 150 Avenue,,53.613032,-113.557449,1EDM,,0,,POINT (-113.557449 53.613032)
7444,7444,50 Street & 137 Avenue,,53.596888,-113.41141,1EDM,,0,,POINT (-113.41141 53.596888)
3522,3522,Jarvis Crescent E & Jamha Road,,53.485052,-113.41482,1EDM,,0,,POINT (-113.41482 53.485052)
6278,6278,113A Street & 137 Avenue,,53.59885,-113.516836,1EDM,,0,,POINT (-113.516836 53.59885)
3947,3947,23 Street & Silver Berry Road,,53.463933,-113.375612,1EDM,,0,,POINT (-113.375612 53.463933)
44157,44157,148 Street & 58 Avenue,,53.495325,-113.574977,1EDM,,0,,POINT (-113.574977 53.495325)
E69,E69,McKernan Belgravia Station South  Access,,53.512374,-113.526185,,,2,Q5164,POINT (-113.526185 53.512374)
7213,7213,84 Street & 180 Avenue,,53.641964,-113.469535,1EDM,,0,,POINT (-113.469535 53.641964)
7608,7608,Fraser Way & 148 Avenue,,53.611043,-113.36734,1EDM,,0,,POINT (-113.36734 53.611043)
1635,1635,127 Street & 114 Avenue,,53.563711,-113.542311,1EDM,,0,,POINT (-113.542311 53.563711)
8985,8985,Hemingway Road & 57 Avenue,,53.492038,-113.682372,1EDM,,0,,POINT (-113.682372 53.492038)
7023,7023,87 Street & 149A Avenue,,53.610851,-113.472453,1EDM,,0,,POINT (-113.472453 53.610851)
3249,3249,55 Street & 39 Avenue,,53.473301,-113.421727,1EDM,,0,,POINT (-113.421727 53.473301)
2563,2563,96 Street & 74 Avenue,,53.510653,-113.476558,1EDM,,0,,POINT (-113.476558 53.510653)
1449,1449,46 Street & 121 Avenue,,53.575036,-113.411831,1EDM,,0,,POINT (-113.411831 53.575036)
6642,6642,Gault Boulevard & Sir Arthur Currie Way,,53.604821,-113.501627,1EDM,,0,,POINT (-113.501627 53.604821)
8520,8520,199 Street & 62 Avenue,,53.494231,-113.665519,1EDM,,0,,POINT (-113.665519 53.494231)
7373,7373,88 Street & 153 Avenue,,53.61557,-113.475665,1EDM,,0,,POINT (-113.475665 53.61557)
3467,3467,48 Street & 28 Avenue,,53.459413,-113.417458,1EDM,,0,,POINT (-113.417458 53.459413)
F5006,5006,Southfort Drive and 84 Street NB,,53.684191,-113.230132,6FST,,0,,POINT (-113.230132 53.684191)
6328,6328,127 Street & 129 Avenue,,53.587624,-113.542234,1EDM,,0,,POINT (-113.542234 53.587624)
5923,5923,178 Street & 81 Avenue,,53.515274,-113.629954,1EDM,,0,,POINT (-113.629954 53.515274)
4665,4665,Riverbend Road & Heath Road S,,53.460993,-113.594219,1EDM,,0,,POINT (-113.594219 53.460993)
5523,5523,137 Street & 109A Avenue,,53.55584,-113.558722,1EDM,,0,,POINT (-113.558722 53.55584)
2770,2770,111 Street & 76 Avenue,,53.512207,-113.516239,1EDM,,0,,POINT (-113.516239 53.512207)
22218,22218,72 Street & Roper Road,,53.493907,-113.436274,1EDM,,0,,POINT (-113.436274 53.493907)
9835,9835,114 Street & Rutherford Road SW,,53.420983,-113.520634,1EDM,,0,,POINT (-113.520634 53.420983)
S7874,7874,Lakeland Dr & Axbridge Gate,,53.555111,-113.291554,4SCT,,0,,POINT (-113.291554 53.555111)
7633,7633,Hooke Road & Hermitage Road,,53.580752,-113.376419,1EDM,,0,,POINT (-113.376419 53.580752)
22724,22724,109 Street & 76 Avenue,,53.512323,-113.512753,1EDM,,0,,POINT (-113.512753 53.512323)
5567,5567,182 Street & 95 Avenue,,53.528929,-113.637626,1EDM,,0,,POINT (-113.637626 53.528929)
77273,77273,50 Street & Brintnell Boulevard,,53.619838,-113.415795,1EDM,,0,,POINT (-113.415795 53.619838)
6392,6392,134 Street & Cumberland Road,,53.607552,-113.550415,1EDM,,0,,POINT (-113.550415 53.607552)
6707,6707,Hudson Road & 141 Avenue,,53.604005,-113.55428,1EDM,,0,,POINT (-113.55428 53.604005)
1432,1432,54 Street & 122 Avenue,,53.576479,-113.424688,1EDM,,0,,POINT (-113.424688 53.576479)
1929,1929,103 Street & 107 Avenue,,53.551352,-113.496878,1EDM,,0,,POINT (-113.496878 53.551352)
7295,7295,90 Street & 135 Avenue,,53.595961,-113.480037,1EDM,,0,,POINT (-113.480037 53.595961)
2443,2443,89 Street & 82 Avenue,,53.51797,-113.463971,1EDM,,0,,POINT (-113.463971 53.51797)
1296,1296,34 Street & 118 Avenue,,53.570477,-113.394411,1EDM,,0,,POINT (-113.394411 53.570477)
99233,99233,Chappelle Way & Colak Lane SW,,53.399233,-113.592684,1EDM,,0,,POINT (-113.592684 53.399233)
S7901,7901,Emerald Dr & Eton Blvd,,53.566814,-113.278657,4SCT,,0,,POINT (-113.278657 53.566814)
4880,4880,Rabbit Hill Road & 23 Avenue,,53.454202,-113.566283,1EDM,,0,,POINT (-113.566283 53.454202)
6275,6275,121 Street & 150 Avenue,,53.611734,-113.531493,1EDM,,0,,POINT (-113.531493 53.611734)
3746,3746,32 Street & 17B Avenue,,53.446604,-113.387661,1EDM,,0,,POINT (-113.387661 53.446604)
22657,22657,83 Street & 93 Avenue,,53.527801,-113.455717,1EDM,,0,,POINT (-113.455717 53.527801)
3630,3630,99 Street & 19 Avenue,,53.445306,-113.485163,1EDM,,0,,POINT (-113.485163 53.445306)
6557,6557,Griesbach Road & Martin Avenue,,53.611692,-113.508784,1EDM,,0,,POINT (-113.508784 53.611692)
8856,8856,218 Street & Rosenthal Link,,53.52294,-113.692283,1EDM,,0,,POINT (-113.692283 53.52294)
2867,2867,106 Street & 61 Avenue,,53.49739,-113.504521,1EDM,,0,,POINT (-113.504521 53.49739)
7122,7122,90 Street & Klarvatten Road,,53.630099,-113.478964,1EDM,,0,,POINT (-113.478964 53.630099)
7065,7065,62 Street & 146 Avenue,,53.607709,-113.437402,1EDM,,0,,POINT (-113.437402 53.607709)
E147,E147,,,53.535677,-113.510185,,,3,Q3561,POINT (-113.510185 53.535677)
5421,5421,153 Street & 95 Avenue,,53.531476,-113.584538,1EDM,,0,,POINT (-113.584538 53.531476)
A0372,0372,Levasseur Road & Hudson Road,,53.614133,-113.618416,2STA,,0,,POINT (-113.618416 53.614133)
A0399,0399,Bellerose Dr & Inglewood Dr,,53.645918,-113.622347,2STA,,0,,POINT (-113.622347 53.645918)
5152,5152,156 Street & 111 Avenue,,53.558672,-113.590532,1EDM,,0,,POINT (-113.590532 53.558672)
S8123,8123,Jim Common Dr & Cranford Dr,,53.545438,-113.288084,4SCT,,0,,POINT (-113.288084 53.545438)
1718,1718,105 Street & 102 Avenue,,53.543572,-113.500973,1EDM,,0,,POINT (-113.500973 53.543572)
3650,3650,50 Street & 40 Avenue,,53.475844,-113.416855,1EDM,,0,,POINT (-113.416855 53.475844)
5028,5028,165 Street & 93 Avenue,,53.529333,-113.607194,1EDM,,0,,POINT (-113.607194 53.529333)
E282,E282,Holyrood Stop South,,53.528822,-113.457544,,,2,Q6034,POINT (-113.457544 53.528822)
4740,4740,Magrath Road & Magrath Boulevard,,53.450534,-113.559835,1EDM,,0,,POINT (-113.559835 53.450534)
4949,4949,Rabbit Hill Road & MacTaggart Drive,,53.445067,-113.565365,1EDM,,0,,POINT (-113.565365 53.445067)
7280,7280,90 Street & 132 Avenue,,53.592762,-113.479622,1EDM,,0,,POINT (-113.479622 53.592762)
2522,2522,65 Street & 106B Avenue,,53.553212,-113.43008,1EDM,,0,,POINT (-113.43008 53.553212)
2326,2326,46 Street & 107 Avenue,,53.554439,-113.412864,1EDM,,0,,POINT (-113.412864 53.554439)
3906,3906,Mill Woods Transit Centre Bay F,,53.457305,-113.429858,1EDM,,0,,POINT (-113.429858 53.457305)
1613,1613,St Albert Trail & 114 Avenue,,53.563693,-113.545883,1EDM,,0,,POINT (-113.545883 53.563693)
5103,5103,Jasper Place Transit Centre Bay C,,53.540558,-113.591781,1EDM,,0,,POINT (-113.591781 53.540558)
9606,9606,Cooper Bend & Chappelle Way SW,,53.401465,-113.589106,1EDM,,0,,POINT (-113.589106 53.401465)
S4805,4805,Broadmoor Blvd & Kaska Rd,,53.538954,-113.320303,4SCT,,0,,POINT (-113.320303 53.538954)
6343,6343,Griesbach School Road & Griesbach Road,,53.608011,-113.496599,1EDM,,0,,POINT (-113.496599 53.608011)
S6041,6041,Fir St & Oak St,,53.519611,-113.307867,4SCT,,0,,POINT (-113.307867 53.519611)
7358,7358,95 Street & 132 Avenue,,53.592002,-113.487074,1EDM,,0,,POINT (-113.487074 53.592002)
S1008,1008,Sherwood Dr & Festival Ave,,53.526339,-113.295845,4SCT,,0,,POINT (-113.295845 53.526339)
1276,1276,46 Street & 114 Avenue,,53.566836,-113.412808,1EDM,,0,,POINT (-113.412808 53.566836)
5085,5085,156 Street & 77A Avenue,,53.509481,-113.590462,1EDM,,0,,POINT (-113.590462 53.509481)
E18,E18,Tix on the Square LRT Access,,53.543701,-113.490473,,,2,Q3620,POINT (-113.490473 53.543701)
L0198,0198,43 Street & 77 Avenue,,53.297567,-113.537465,9LT,,0,,POINT (-113.537465 53.297567)
A0721,0721,Laydon Dr & Lester Cr,,53.638603,-113.647452,2STA,,0,,POINT (-113.647452 53.638603)
2296,2296,Gateway Boulevard & 51 Avenue,,53.488253,-113.492633,1EDM,,0,,POINT (-113.492633 53.488253)
E94,E94,ATB Building LRT Access,,53.540924,-113.491376,,,2,Q3619,POINT (-113.491376 53.540924)
1001,1001,Abbottsfield Transit Centre Bay A,,53.571965,-113.390362,1EDM,,0,,POINT (-113.390362 53.571965)
7208,7208,Belvedere Transit Centre Bay H,,53.588048,-113.43504,1EDM,,0,,POINT (-113.43504 53.588048)
2692,2692,99 Street & 76 Avenue,,53.512643,-113.485974,1EDM,,0,,POINT (-113.485974 53.512643)
L0354,0354,5 Street & 17 Avenue,,53.331017,-113.531341,9LT,,0,,POINT (-113.531341 53.331017)
4525,4525,2019 Leger Road,,53.457006,-113.582757,1EDM,,0,,POINT (-113.582757 53.457006)
8335,8335,King Street & Grove Drive,,53.558003,-113.896624,5SGT,,0,,POINT (-113.896624 53.558003)
A0583,0583,Primeau Lane & Boudreau Rd,,53.638911,-113.593597,2STA,,0,,POINT (-113.593597 53.638911)
S7536,7536,Still Creek Cres & Sandstone Blvd,,53.562447,-113.250891,4SCT,,0,,POINT (-113.250891 53.562447)
2182,2182,50 Street & 101A Avenue,,53.542309,-113.418378,1EDM,,0,,POINT (-113.418378 53.542309)
6537,6537,105 Street & 132 Avenue,,53.591996,-113.500028,1EDM,,0,,POINT (-113.500028 53.591996)
1799,1799,127 Street & 118 Avenue,,53.570348,-113.542794,1EDM,,0,,POINT (-113.542794 53.570348)
9220,9220,103A Street & 30 Avenue SW,,53.412298,-113.50379,1EDM,,0,,POINT (-113.50379 53.412298)
Q6037,,Quarters Stop,,53.544426,-113.484008,1EDM,,1,,POINT (-113.484008 53.544426)
8514,8514,178 Street & 114 Avenue,,53.562882,-113.627464,1EDM,,0,,POINT (-113.627464 53.562882)
1995,1995,112 Street & 107 Avenue,,53.551492,-113.514475,1EDM,,0,,POINT (-113.514475 53.551492)
8927,8927,215 Street & 107 Avenue,,53.552134,-113.688945,1EDM,,0,,POINT (-113.688945 53.552134)
3596,3596,31 Street & 37A Avenue,,53.472626,-113.387078,1EDM,,0,,POINT (-113.387078 53.472626)
L0305,0305,5 Street & 20 Avenue,,53.339292,-113.53116,9LT,,0,,POINT (-113.53116 53.339292)
2840,2840,99 Street & 81 Avenue,,53.517188,-113.486362,1EDM,,0,,POINT (-113.486362 53.517188)
E40,E40,111 Street,,53.457699,-113.516885,,,2,Q5267,POINT (-113.516885 53.457699)
3850,3850,58 Street & 34 Avenue,,53.465572,-113.428895,1EDM,,0,,POINT (-113.428895 53.465572)
A0290,0290,Jensen Lakes Blvd & Jensen Gate,,53.660085,-113.651627,2STA,,0,,POINT (-113.651627 53.660085)
3833,3833,Meadows Recreation Centre,,53.457717,-113.369274,1EDM,,0,,POINT (-113.369274 53.457717)
9169,9169,James Mowatt Trail & Bowen Wynd SW,,53.416797,-113.518664,1EDM,,0,,POINT (-113.518664 53.416797)
9428,9428,119A Street & 26 Avenue SW,,53.408979,-113.537315,1EDM,,0,,POINT (-113.537315 53.408979)
S9016,9016,Nottingham Blvd & Nottingham Rd,,53.522298,-113.279489,4SCT,,0,,POINT (-113.279489 53.522298)
1113,1113,Kingsway RAH Transit Centre Bay J,,53.558789,-113.5002,1EDM,,0,,POINT (-113.5002 53.558789)
3232,3232,Woodvale Road E & 35 Avenue,,53.468404,-113.424982,1EDM,,0,,POINT (-113.424982 53.468404)
4440,4440,111 Street & 19 Avenue,,53.449114,-113.516041,1EDM,,0,,POINT (-113.516041 53.449114)
3240,3240,85 Street & Mill Woods Road,,53.473699,-113.459094,1EDM,,0,,POINT (-113.459094 53.473699)
9011,9011,Heritage Valley Transit Centre Bay D,,53.425768,-113.544968,1EDM,,0,,POINT (-113.544968 53.425768)
2576,2576,91 Street & 85 Avenue,,53.520497,-113.467539,1EDM,,0,,POINT (-113.467539 53.520497)
5928,5928,154 Street & 118 Avenue,,53.57035,-113.586591,1EDM,,0,,POINT (-113.586591 53.57035)
3396,3396,Jarvis Crescent E & Jamha Road,,53.484943,-113.413973,1EDM,,0,,POINT (-113.413973 53.484943)
1639,1639,110 Street & 104 Avenue,,53.546129,-113.5095,1EDM,,0,,POINT (-113.5095 53.546129)
7601,7601,38 Street & 160 Avenue,,53.622234,-113.401093,1EDM,,0,,POINT (-113.401093 53.622234)
1454,1454,50 Street & 118 Avenue,,53.570756,-113.418281,1EDM,,0,,POINT (-113.418281 53.570756)
4380,4380,Riverbend Road & 40 Avenue,,53.477856,-113.582669,1EDM,,0,,POINT (-113.582669 53.477856)
4568,4568,Carter Crest Road & Carlson Close,,53.465714,-113.580018,1EDM,,0,,POINT (-113.580018 53.465714)
3659,3659,Mill Woods Road & 38 Avenue,,53.473111,-113.451236,1EDM,,0,,POINT (-113.451236 53.473111)
6678,6678,Pegasus Boulevard & Sir Arthur Currie Way,,53.604699,-113.503121,1EDM,,0,,POINT (-113.503121 53.604699)
2724,2724,107 Street & 82 Avenue,,53.517996,-113.505763,1EDM,,0,,POINT (-113.505763 53.517996)
A0033,0033,Grandin Rd & Grandora Cres,,53.62046,-113.619317,2STA,,0,,POINT (-113.619317 53.62046)
4096,4096,Saddleback Road & 27 Avenue,,53.459943,-113.529719,1EDM,,0,,POINT (-113.529719 53.459943)
7413,7413,37 Street & 139 Avenue,,53.601959,-113.400487,1EDM,,0,,POINT (-113.400487 53.601959)
6473,6473,129 Street & 149 Avenue,,53.611796,-113.543971,1EDM,,0,,POINT (-113.543971 53.611796)
S5065,5065,Broadmoor Blvd & Sioux Rd,,53.534893,-113.320258,4SCT,,0,,POINT (-113.320258 53.534893)
9052,9052,100 Street & Ellerslie Road SW,,53.424947,-113.489981,1EDM,,0,,POINT (-113.489981 53.424947)
A0049,0049,Gainsborough Ave & SWC Ave,,53.615942,-113.63806,2STA,,0,,POINT (-113.63806 53.615942)
L0370,0370,8 Street & 32 Avenue,,53.37442,-113.516291,9LT,,0,,POINT (-113.516291 53.37442)
3497,3497,Parsons Road & 34 Avenue,,53.467135,-113.486245,1EDM,,0,,POINT (-113.486245 53.467135)
5956,5956,178 Street & 100 Avenue,,53.538222,-113.627299,1EDM,,0,,POINT (-113.627299 53.538222)
1533,1533,106 Street & 113 Avenue,,53.563074,-113.503292,1EDM,,0,,POINT (-113.503292 53.563074)
2346,2346,79 Street & 102 Avenue,,53.5429,-113.449392,1EDM,,0,,POINT (-113.449392 53.5429)
1196,1196,97 Street & Jasper Avenue,,53.542308,-113.484649,1EDM,,0,,POINT (-113.484649 53.542308)
F1012,1012,Westpark Way and Riverpark Road SB,,53.687677,-113.259847,6FST,,0,,POINT (-113.259847 53.687677)
L0328,0328,5 Street & 30 Avenue,,53.366282,-113.526099,9LT,,0,,POINT (-113.526099 53.366282)
6680,6680,Palisades Square,,53.600746,-113.544103,1EDM,,0,,POINT (-113.544103 53.600746)
Q6028,,Mill Woods Stop,,53.458447,-113.429725,1EDM,,1,,POINT (-113.429725 53.458447)
2741,2741,106 Street & 63 Avenue,,53.500508,-113.504321,1EDM,,0,,POINT (-113.504321 53.500508)
7315,7315,77 Street & 161A Avenue,,53.623317,-113.461895,1EDM,,0,,POINT (-113.461895 53.623317)
P0079,P0079,Westwind Drive & Kenton Way,,53.565657,-113.882407,5SGT,,0,,POINT (-113.882407 53.565657)
8460,8460,199 Street & 62 Avenue,,53.493628,-113.665114,1EDM,,0,,POINT (-113.665114 53.493628)
1728,1728,106 Street & 96 Avenue,,53.532651,-113.503003,1EDM,,0,,POINT (-113.503003 53.532651)
7395,7395,91 Street & 175 Avenue,,53.636541,-113.479795,1EDM,,0,,POINT (-113.479795 53.636541)
2669,2669,104 Street & 80 Avenue,,53.51573,-113.49776,1EDM,,0,,POINT (-113.49776 53.51573)
4491,4491,111 Street & 29A Avenue,,53.461976,-113.516056,1EDM,,0,,POINT (-113.516056 53.461976)
5046,5046,167 Street & 83 Avenue,,53.516456,-113.609024,1EDM,,0,,POINT (-113.609024 53.516456)
